filename,width,height,class,xmin,ymin,xmax,ymax
ti15269402.jpg,224,224,text,171,179,201,183
ti15269402.jpg,224,224,text,55,73,165,81
ti15269402.jpg,224,224,text,31,89,73,92
ti15269402.jpg,224,224,text,64,63,151,67
ti15269402.jpg,224,224,text,76,23,143,37
ti15269536.jpg,224,224,table,27,59,103,88
ti15269536.jpg,224,224,table,123,59,196,89
ti15269536.jpg,224,224,table,93,93,199,107
ti15269536.jpg,224,224,table,18,103,197,213
ti15269536.jpg,224,224,text,40,29,182,36
ti15269536.jpg,224,224,text,59,104,79,107
ti15269536.jpg,224,224,text,28,66,83,82
ti15269536.jpg,224,224,text,32,60,52,64
ti15269536.jpg,224,224,text,140,112,155,145
ti15269536.jpg,224,224,text,141,192,161,200
ti15269536.jpg,224,224,text,141,202,166,208
ti15269536.jpg,224,224,text,176,194,194,198
ti15269536.jpg,224,224,text,183,203,194,206
ti15269536.jpg,224,224,text,168,104,183,108
ti15269536.jpg,224,224,text,125,66,185,82
ti15269536.jpg,224,224,text,40,29,182,36
ti15349892_9893.jpg,224,224,table,12,125,204,162
ti15349892_9893.jpg,224,224,text,14,57,83,75
ti15349892_9893.jpg,224,224,text,14,79,144,85
ti15358003.jpg,224,224,table,12,77,205,132
ti15358103.jpg,224,224,table,20,106,188,180
ti15358103.jpg,224,224,text,20,59,173,111
ti15359176.jpg,224,224,table,29,92,182,145
ti15359176.jpg,224,224,text,32,46,104,61
ti15620757_0760.jpg,224,224,table,16,30,207,173
ti15630651.jpg,224,224,text,33,102,189,116
ti15630651.jpg,224,224,logo,100,22,119,35
ti15630654.jpg,224,224,logo,100,22,322,35
ti15630654.jpg,224,224,text,30,98,185,111
ti15630654.jpg,224,224,text,29,66,70,81
ti15630654.jpg,224,224,text,65,90,156,95
ti15630654.jpg,224,224,text,164,128,183,133
ti15630654.jpg,224,224,text,177,29,204,34
ti15630654.jpg,224,224,text,164,142,186,147
ti16131018_1019.jpg,224,224,logo,31,22,116,34
ti16131018_1019.jpg,224,224,table,7,161,208,171
ti16131018_1019.jpg,224,224,table,7,57,208,106
ti16131018_1019.jpg,224,224,text,15,76,34,80
ti16131018_1019.jpg,224,224,text,81,65,123,74
ti16131018_1019.jpg,224,224,text,15,83,117,92
ti16131018_1019.jpg,224,224,text,81,77,128,83
ti16131018_1019.jpg,224,224,text,81,96,134,98
ti16131018_1019.jpg,224,224,text,81,101,135,104
ti16131018_1019.jpg,224,224,text,188,65,203,68
ti16131018_1019.jpg,224,224,text,188,77,200,81
ti16131018_1019.jpg,224,224,text,188,71,202,74
ti16131018_1019.jpg,224,224,text,188,96,201,99
ti16131018_1019.jpg,224,224,text,51,11,66,13
ti16131018_1019.jpg,224,224,text,90,58,106,61
ti16131018_1019.jpg,224,224,text,39,46,76,54
ti16131018_1019.jpg,224,224,text,52,36,108,40
ti16131018_1019.jpg,224,224,text,126,29,146,34
ti16131018_1019.jpg,224,224,text,121,21,421,26
ti16131018_1019.jpg,224,224,text,124,43,147,45
ti16131018_1019.jpg,224,224,text,149,24,196,30
ti16131018_1019.jpg,224,224,text,152,33,200,47
ti16131018_1019.jpg,224,224,text,43,177,92,181
ti16131018_1019.jpg,224,224,text,134,172,187,175
ti16240205.jpg,224,224,logo,132,154,162,165
ti16240205.jpg,224,224,logo,131,22,159,32
ti16240205.jpg,224,224,table,15,20,126,115.6667
ti16240205.jpg,224,224,text,137,168,195,176
ti16240205.jpg,224,224,text,132,181,159,189
ti16240205.jpg,224,224,text,178,181,193,184
ti16240205.jpg,224,224,text,162,186,167,189
ti16240205.jpg,224,224,text,16,183,501,192
ti16240205.jpg,224,224,text,40,165,93,173
ti16240205.jpg,224,224,text,63,177,105,189
ti16240205.jpg,224,224,text,58,197,177,201
ti16240205.jpg,224,224,text,191,215,215,220
ti16240205.jpg,224,224,text,119,48,154,69
ti16240205.jpg,224,224,text,61,21,81,27
ti16240205.jpg,224,224,text,22,22,45,27
ti16240205.jpg,224,224,text,95,21,116,27
ti16240205.jpg,224,224,text,20,28,53,32
ti16240205.jpg,224,224,text,63,28,81,32
ti16240205.jpg,224,224,text,99,28,115,31
ti16240222.jpg,224,224,logo,8,18,74,27
ti16240222.jpg,224,224,text,102,25,166,42
ti16240222.jpg,224,224,table,17,81,210,156
ti16240222.jpg,224,224,text,17,81,25,84
ti16240222.jpg,224,224,text,34,81,67,84
ti16240222.jpg,224,224,text,195,81,207,84
ti16240222.jpg,224,224,text,110,81,131,84
ti16240222.jpg,224,224,text,35,87,68,97
ti16240222.jpg,224,224,text,73,88,190,102
ti16240222.jpg,224,224,text,197,90,207,102
ti16240222.jpg,224,224,text,69,144,145,148
ti16240222.jpg,224,224,text,19,145,41,153
ti16240222.jpg,224,224,text,92,59,137,70
ti16240222.jpg,224,224,text,19,30,64,33
ti16240222.jpg,224,224,text,19,119.8,67,49
ti16240222.jpg,224,224,text,87,17,116,21
ti16240222.jpg,224,224,text,9,111,26,114
ti16240222.jpg,224,224,table,8,107,210,204
ti16240222.jpg,224,224,text,153,110,168,115
ti16240222.jpg,224,224,text,90,108,106,111
ti16240222.jpg,224,224,text,190,215,216,220
ti16240222.jpg,224,224,table,113,83,203,96
ti16240222.jpg,224,224,table,114,24,205,35
ti16240222.jpg,224,224,text,28,55,91,58
ti16240222.jpg,224,224,text,39,42,108,44
ti16310759.jpg,224,224,table,114,83,204,97
ti16310759.jpg,224,224,text,45,73,148,77
ti16310759.jpg,224,224,table,113,25,206,36
ti16310759.jpg,224,224,table,11,107,209,207
ti16310759.jpg,224,224,text,29,113,41,115
ti16310759.jpg,224,224,text,186,111,202,113
ti16310759.jpg,224,224,text,91,109,108,111
ti16310759.jpg,224,224,text,11,113,27,116
ti16310776.jpg,224,224,table,117,85,208,99
ti16310776.jpg,224,224,table,8,107,201,207
ti16310776.jpg,224,224,text,29,59,81,65
ti16310776.jpg,224,224,table,114,27,209,37
ti16310776.jpg,224,224,text,39,44,122,48
ti16310776.jpg,224,224,text,45,74,156,80
ti16310776.jpg,224,224,text,13,114,30,118
ti16310776.jpg,224,224,text,38,111,55,115
ti16310776.jpg,224,224,text,93,111,114,113
ti16310776.jpg,224,224,text,156,112,173,115
ti16310776.jpg,224,224,text,180,109,197,112
ti16310776.jpg,224,224,text,124,95,154,97
ti16310776.jpg,224,224,text,182,87,206,92
ti16310776.jpg,224,224,text,115,24,128,26
2028747862.jpg,224,224,logo,15,9,83,22
2028747912.jpg,224,224,logo,27,4,118,16
2028747912.jpg,224,224,table,33,52,211,180
2028747912.jpg,224,224,text,35,74,65,77
2028747912.jpg,224,224,text,70,74,150,78
2028747912.jpg,224,224,text,37,162,50,165
2028747912.jpg,224,224,text,89,82,106,87
2028747912.jpg,224,224,text,111,83,124,87
2028747912.jpg,224,224,text,172,84,190,93
2028747912.jpg,224,224,text,191,84,208,92
2028747912.jpg,224,224,text,130,83,170,87
2028747912.jpg,224,224,text,98,163,110,166
2028747912.jpg,224,224,text,134,163,148,167
2028747912.jpg,224,224,text,139,56,173,59
2028747912.jpg,224,224,text,189,66,211,70
2028747912.jpg,224,224,text,147,55,174,58
2028747912.jpg,224,224,text,188,56,208,60
2028747912.jpg,224,224,text,37,98,91,109
2028747912.jpg,224,224,text,98,91,161,95
2028747912.jpg,224,224,text,88,87,107,91
2028747692.jpg,224,224,logo,19,5,80,14
2028747692.jpg,224,224,table,11,73,102,85
2028747692.jpg,224,224,table,105,64,211,75
2028747692.jpg,224,224,table,105,74,212,84
2028747692.jpg,224,224,table,12,84,212,205
2028747692.jpg,224,224,table,99,9,183,26
2028747692.jpg,224,224,table,58,208,208,222
2028747692.jpg,224,224,text,16,88,45,93
2028747692.jpg,224,224,text,57,87,87,92
2028747692.jpg,224,224,text,169,87,178,92
2028747692.jpg,224,224,text,191,88,208,93
2028747692.jpg,224,224,text,54,91,140,117
2028747692.jpg,224,224,text,17,120,38,128
2028747692.jpg,224,224,text,54,119,153,129
2028747692.jpg,224,224,text,60,130,161,136
2028747692.jpg,224,224,text,16,132,31,136
2028747692.jpg,224,224,text,156,125,175,130
2028747692.jpg,224,224,text,53,136,163,143
2028747692.jpg,224,224,text,16,195,118,200
2028747692.jpg,224,224,text,16,201,31,205
2028747692.jpg,224,224,text,38,200,57,206
2028747692.jpg,224,224,text,66,201,96,206
2028747692.jpg,224,224,text,70,208,87,218
2028747692.jpg,224,224,text,104,208,125,214
2028747692.jpg,224,224,text,142,111,161,118
2028747692.jpg,224,224,text,179,210,200,214
2028747747_2028747748.jpg,224,224,table,12,95,204,195
2028747747_2028747748.jpg,224,224,logo,12,75,86,120
2028747762.jpg,224,224,logo,14,6,83,18
2028747762.jpg,224,224,table,12,78,212,219
2028747762.jpg,224,224,text,77,187,137,191
2028747762.jpg,224,224,text,13,185,67,210
2028747762.jpg,224,224,text,148,19,178,75
2028747762.jpg,224,224,text,139,178,174,234
2028747762.jpg,224,224,text,198,145,211,151
2028747762.jpg,224,224,text,124,64,211,80
0000308007.jpg,224,224,logo,13,24,74,43
0000308007.jpg,224,224,text,74,24,179,30
0000308007.jpg,224,224,text,3,73,192,110
0000308007.jpg,224,224,text,37,89,111,96
0000173065.jpg,224,224,table,-2,88,218,221
0000173065.jpg,221,221,text,1,126.667,23,111.3333
0000173065.jpg,224,224,text,85,96,110,100
0000173065.jpg,224,224,text,173,96,194,99
0000173065.jpg,224,224,text,197,97,213,99
0000173065.jpg,224,224,text,26,105,137,112
0000173065.jpg,224,224,text,26,114,139,122
0000173065.jpg,224,224,text,192,108,216,112
0000173065.jpg,224,224,text,192,121,217,126
0000173065.jpg,224,224,text,0,88,26,108
0000226470.jpg,224,224,logo,10,36,49,92
0000226470.jpg,224,224,text,14,96,30,99
0000226470.jpg,224,224,text,77,96,99,99
0000226470.jpg,224,224,text,148,98,160,101
0000226470.jpg,224,224,text,167,98,182,101
0000226470.jpg,224,224,table,12,128,187,153
0000226477.jpg,224,224,logo,8,19,46,77
0000226477.jpg,224,224,text,7,76,189,138
0000226477.jpg,224,224,text,76,80,98,83
0000226477.jpg,224,224,text,13,79,29,83
0000226477.jpg,224,224,text,149,82,158,84
0000226477.jpg,224,224,text,166,82,183,85
0000226477.jpg,224,224,text,163,100,179,104
0000226477.jpg,224,224,text,31,87,105,97
0000226477.jpg,224,224,text,30,99,78,103
0000226480.jpg,224,224,logo,8,30,46,86
0000226480.jpg,224,224,table,12,85,187,612
0000226480.jpg,224,224,text,13,89,29,93
0000226480.jpg,224,224,text,77,90,99,92
0000226480.jpg,224,224,text,148,89,159,93
0000226480.jpg,224,224,text,167,89,183,93
0000226480.jpg,224,224,text,35,96,73,101
0000226480.jpg,224,224,text,164,95,181,99
0000226480.jpg,224,224,text,20,102,30,107
0000226480.jpg,224,224,text,34,102,141,109
0000226483.jpg,224,224,logo,7,30,46,86
0000226483.jpg,224,224,text,13,90,29,94
0000226483.jpg,224,224,text,76,90,99,93
0000226483.jpg,224,224,text,164,90,182,95
0000226483.jpg,224,224,text,31,97,70,102
0000226483.jpg,224,224,text,18,105,26,114
0000226483.jpg,224,224,text,16,115,27,122
0000226483.jpg,224,224,text,163,97,181,102
0000226483.jpg,224,224,text,31,102,94,123
0000226486.jpg,224,224,logo,7,28,46,84
0000226486.jpg,224,224,text,12,88,29,92
0000226486.jpg,224,224,text,76,89,100,92
0000226486.jpg,224,224,text,147,89,160,93
0000226486.jpg,224,224,text,166,90,181,93
0000226486.jpg,224,224,text,33,93,80,100
0000226486.jpg,224,224,text,162,96,178,100
0000226486.jpg,224,224,text,18,101,23,105
0000226486.jpg,224,224,text,32,101,80,108
0000226488.jpg,224,224,logo,10,34,49,90
0000226488.jpg,224,224,table,13,89,187,150
0000226488.jpg,224,224,text,78,95,99,98
0000226488.jpg,224,224,text,149,95,162,99
0000226488.jpg,224,224,text,168,128,224,141
0000226488.jpg,224,224,text,7,2,84,7
0000226488.jpg,224,224,text,33,107,136,125
0000226488.jpg,224,224,text,17,107,27,111
0101_003.jpg,224,224,table,68,64,250,244
0110_099.jpg,224,224,table,24,112,224,224
0113_013.jpg,224,224,table,27,23,224,224
0140_007.jpg,224,224,table,58,121,217,262
0146_281.jpg,224,224,table,62,29,216,135
0146_281.jpg,224,224,table,60,118,219,224
0147_090.jpg,224,224,table,29,28,213,138
0147_090.jpg,224,224,table,66,125,210,224
0147_125.jpg,224,224,table,27,23,224,85
0147_125.jpg,224,224,table,66,80,223,183
0147_256.jpg,224,224,table,52,25,221,128
0148_271.jpg,224,224,table,33,26,218,121
0148_479.jpg,224,224,table,82,29,224,131
0151_180.jpg,224,224,table,52,31,224,175
0151_208.jpg,224,224,table,50,30,224,174
0154_080.jpg,224,224,table,26,46,223,223
0154_474.jpg,224,224,table,46,46,224,217
0155_081.jpg,224,224,table,58,22,224,224
0199_384.jpg,224,224,table,8,38,224,224
0203_075.jpg,224,224,table,30,37,224,141
0206_048.jpg,224,224,table,15,30,215,191
0207_025.jpg,224,224,table,30,35,224,224
0209_207.jpg,224,224,table,29,24,224,214
0210_111.jpg,224,224,table,27,22,224,152
0212_175.jpg,224,224,table,34,26,224,111
0219_043.jpg,224,224,table,28,42,221,196
0220_030.jpg,224,224,table,23,36,216,224
0223_017.jpg,224,224,table,33,33,224,156
0651_008.jpg,224,224,table,26,36,202,89
0651_013.jpg,224,224,table,32,46,224,179
0667_005.jpg,224,224,table,38,32,224,98
0667_005.jpg,224,224,table,23,80,216,189
0672_356.jpg,224,224,table,32,68,170,160
0685_048.jpg,224,224,table,47,33,224,101
0717_023.jpg,224,224,table,21,35,206,114
0725_043.jpg,224,224,table,31,68,220,224
0765_005.jpg,224,224,table,60,26,224,195
1012_041.jpg,224,224,table,20,27,218,224
1040_032.jpg,224,224,table,55,36,223,202
1060_146.jpg,224,224,table,19,43,219,203
1060_223.jpg,224,224,table,39,41,222,188
1063_086.jpg,224,224,table,38,30,224,219
1078_082.jpg,224,224,table,35,49,213,224
1112_023.jpg,224,224,table,30,36,176,94
1112_023.jpg,224,224,table,31,72,178,164
1124_024.jpg,224,224,table,26,71,224,219
1124_039.jpg,224,224,table,27,26,198,217
1132_108.jpg,224,224,table,40,38,224,138
1156_004.jpg,224,224,table,10,46,202,150
1164_010.jpg,224,224,table,21,15,224,214
1175_032.jpg,224,224,table,14,54,218,160
1194_021.jpg,224,224,table,7,38,210,203
1201_273.jpg,224,224,table,27,49,224,224
1201_293.jpg,224,224,table,37,64,224,224
1238_006.jpg,224,224,table,36,26,224,125
1249_072.jpg,224,224,table,28,29,224,125
1295_064.jpg,224,224,table,15,27,210,224
1339_086.jpg,224,224,table,23,16,224,215
1343_073.jpg,224,224,table,15,95,148,224
1356_083.jpg,224,224,table,19,54,212,139
1356_119.jpg,224,224,table,12,31,221,211
1360_074.jpg,224,224,table,20,52,224,168
1368_074.jpg,224,224,table,24,18,217,114
1384_058.jpg,224,224,table,19,38,224,107
1384_097.jpg,224,224,table,18,43,215,224
1412_006.jpg,224,224,table,23,10,192,76
0203_207.jpg,224,224,table,18,40,218,224
0725_026.jpg,224,224,table,52,65,141,176
1176_003.jpg,224,224,table,26,56,199,143
1415_048.jpg,224,224,table,31,24,220,210
1634_022.jpg,224,224,table,29,42,209,211
1719_007.jpg,224,224,table,41,67,224,156
1901_029.jpg,224,224,table,55,34,224,154
5001_024.jpg,224,224,table,23,23,222,224
5171_016.jpg,224,224,table,62,26,224,160
5373_008.jpg,224,224,table,10,14,159,183
5727_105.jpg,224,224,table,10,23,221,92
5921_071.jpg,224,224,table,26,31,224,135
5921_071.jpg,224,224,table,27,107,224,224
6504_018.jpg,224,224,table,30,91,217,224
9503_031.jpg,224,224,table,6,29,215,216
9514_049.jpg,224,224,table,9,10,215,58
9514_049.jpg,224,224,table,9,80,113,224
9534_058.jpg,224,224,table,27,21,225,91
9548_031.jpg,224,224,table,13,41,200,100
9560_036.jpg,224,224,table,21,17,224,214
1445_046.jpg,224,224,table,9,38,218,203
1464_021.jpg,224,224,table,23,24,229,123
1484_028.jpg,224,224,table,14,56,209,168
1486_156.jpg,224,224,table,15,48,206,181
1495_021.jpg,224,224,table,32,34,224,167
1539_012.jpg,224,224,table,10,59,218,199
1551_123.jpg,224,224,table,45,27,224,224
1551_152.jpg,224,224,table,47,27,223,130
1552_032.jpg,224,224,table,44,67,223,201
1553_021.jpg,224,224,table,26,25,218,131
1556_004.jpg,224,224,table,17,26,212,221
1556_006.jpg,224,224,table,19,26,212,117
1558_040.jpg,224,224,table,37,26,160,113
1580_295.jpg,224,224,table,27,20,209,72
1589_015.jpg,224,224,table,50,53,224,224
1624_063.jpg,224,224,table,26,17,224,96
1634_330.jpg,224,224,table,22,73,222,224
1634_335.jpg,224,224,table,29,87,224,224
1654_004.jpg,224,224,table,26,27,224,96
1662_034.jpg,224,224,table,117,85,224,207
1662_053.jpg,224,224,table,30,15,224,69
1662_085.jpg,224,224,table,60,15,224,61
1662_085.jpg,224,224,table,68,65,224,161
1665_133.jpg,224,224,table,29,57,174,187
1672_069.jpg,224,224,table,30,32,154,102
1674_088.jpg,224,224,table,36,8,221,56
1674_088.jpg,224,224,table,36,48,224,204
1674_138.jpg,224,224,table,26,30,220,101
1674_138.jpg,224,224,table,25,72,223,224
1675_199.jpg,224,224,table,68,31,224,171
1675_209.jpg,224,224,table,38,33,224,224
1676_008.jpg,224,224,table,38,24,224,97
1676_356.jpg,224,224,table,38,29,224,94
1696_204.jpg,224,224,table,23,25,118,74
1717_086.jpg,224,224,table,31,38,217,224
1723_194.jpg,224,224,table,37,42,198,178
1723_250.jpg,224,224,table,40,41,153,104
1740_002.jpg,224,224,table,19,43,118,109
1740_002.jpg,224,224,table,19,98,121,224
1742_157.jpg,224,224,table,18,62,210,224
1777_016.jpg,224,224,table,52,33,224,115
1786_032.jpg,224,224,table,23,46,211,162
1788_011.jpg,224,224,table,25,35,206,224
1796_095.jpg,224,224,table,29,94,221,224
1813_081.jpg,224,224,table,31,38,224,224
1818_005.jpg,224,224,table,22,30,220,152
1830_014.jpg,224,224,table,24,109,218,224
1852_095.jpg,224,224,table,32,18,175,63
1896_199.jpg,224,224,table,20,30,211,89
1896_369.jpg,224,224,table,38,111,198,224
1896_414.jpg,224,224,table,13,35,201,177
1901_014.jpg,224,224,table,31,32,219,193
1939_011.jpg,224,224,table,24,23,218,177
1999_019.jpg,224,224,table,34,42,192,179
2010_019.jpg,224,224,table,76,17,224,65
2010_019.jpg,224,224,table,87,95,224,220
2029_339.jpg,224,224,table,19,42,208,224
2029_438.jpg,224,224,table,29,31,217,224
2029_470.jpg,224,224,table,32,37,219,224
2029_489.jpg,224,224,table,28,32,213,224
2042_004.jpg,224,224,table,28,83,209,192
2070_034.jpg,224,224,table,47,53,183,134
2070_034.jpg,224,224,table,46,111,181,250
2092_068.jpg,224,224,table,15,31,213,222
2093_061.jpg,224,224,table,31,51,223,212
2117_329.jpg,224,224,table,25,16,169,207
2117_344.jpg,224,224,table,24,69,224,215
2135_012.jpg,224,224,table,88,35,224,148
2136_083.jpg,224,224,table,47,64,224,188
2306_093.jpg,224,224,table,40,20,224,224
5001_025.jpg,224,224,table,24,33,224,211
5001_032.jpg,224,224,table,17,33,214,223
5008_029.jpg,224,224,table,22,27,224,98
5017_041.jpg,224,224,table,24,96,224,224
5028_029.jpg,224,224,table,36,20,224,164
5065_041.jpg,224,224,table,33,41,222,142
5067_007.jpg,224,224,table,13,28,221,224
5086_072.jpg,224,224,table,27,68,118,176
